"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0000201.1",0,NA,NA,NA,NA,NA,"fam-c protein, pseudogene"
"PBANKA_0000301.1",2.48608895786812,-0.0845133499801818,0.153595225479476,-0.550234225812409,0.582158731319583,0.99999116706027,"fam-b protein"
"PBANKA_0000401.1",0.438473745208706,-0.0608739472765477,0.0685174868121816,-0.888443959472913,0.374301987987802,0.99999116706027,"tryptophan-rich antigen, putative, pseudogene"
"PBANKA_0000600.1",6.76359374234245,-0.0239365044985154,0.174463848193709,-0.137200369855069,0.890872418573545,0.99999116706027,"PIR protein"
"PBANKA_0000701.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0000801.1",0.0857384789883752,-0.0105469687720886,0.0511789939299717,-0.206080033275371,0.8367283951571,0.99999116706027,"PIR protein"
"PBANKA_0000901.1",0.752747188510578,-0.0717931305236171,0.0885153560658995,-0.811081079199041,0.417319110755187,0.99999116706027,"fam-a protein"
"PBANKA_0001001.1",39.492088941096,-0.0500608375306425,0.213249210246535,-0.234752745263476,0.814400646637673,0.99999116706027,"PIR protein"
"PBANKA_0001101.1",14.1574181400805,-0.136005719387484,0.171639639756171,-0.792391079244236,0.428132679347611,0.99999116706027,"PIR protein"
"PBANKA_0001200.1",0,NA,NA,NA,NA,NA,"fam-a protein, pseudogene"
"PBANKA_0001201.1",40.5425811336701,-0.0943330693701961,0.186126530330082,-0.506822263343668,0.612279533702633,0.99999116706027,"PIR protein"
"PBANKA_0001301.1",0.743457388128967,-0.0550821966912007,0.0942934065021648,-0.584157458453218,0.559114380152971,0.99999116706027,"PIR protein"
"PBANKA_0001401.1",2.25701638822412,-0.143651178484637,0.142789025928486,-1.00603794689785,0.31439731651739,0.99999116706027,"PIR protein"
"PBANKA_0001501.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0001601.1",0.340807039655708,-0.000291756107146131,0.0713853670419345,-0.00408705760348255,0.996739008917693,0.99999116706027,"fam-a protein"
"PBANKA_0006300.1",3.3333289003847,-0.195248436009669,0.159926381622352,-1.22086446294225,0.222137341610216,0.99999116706027,"PIR protein"
"PBANKA_0006401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006600.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",0.578415603911311,0.0208254243543473,0.081084800607988,0.256835118273642,0.797306058717619,0.99999116706027,"PIR protein"
"PBANKA_0007501.1",0.492323249760575,0.0314811309814469,0.0700693726918051,0.449285183698081,0.653225944537989,0.99999116706027,"fam-a protein"
"PBANKA_0007601.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0007701.1",1.79698693611524,-0.0537436840512365,0.133055251242322,-0.403920052380029,0.686271510157688,0.99999116706027,"PIR protein, pseudogene"
"PBANKA_0007801.1",0.168976206516596,0.0205825620732608,0.0512045850546344,0.40196716859046,0.687708188703858,0.99999116706027,"fam-b protein"
"PBANKA_0007901.1",1.84455594666472,0.012451899207076,0.120575972731281,0.103270153456084,0.917748563032931,0.99999116706027,"PIR protein"
"PBANKA_0008001.1",0.171830833139112,-0.020793689739957,0.0512023358116051,-0.406108225540055,0.684663082202866,0.99999116706027,"PIR protein"
"PBANKA_0008101.1",6.96999989075966,0.0213597364245473,0.180839918497052,0.118114056907715,0.905977285617147,0.99999116706027,"fam-a protein"
"PBANKA_0008201.1",0.684468705933932,-0.0581200435515501,0.0866258332472882,-0.670931999991695,0.502263849715188,0.99999116706027,"PIR protein"
"PBANKA_0008301.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008601.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008801.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
