"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0000201.1",0,NA,NA,NA,NA,NA,"fam-c protein, pseudogene"
"PBANKA_0000301.1",3.05866561393044,-0.106998737147309,0.384395512925339,-0.278355843264204,0.780739212458311,NA,"fam-b protein"
"PBANKA_0000401.1",0.635603072063001,-0.00385867742369869,0.269846088992479,-0.0142995491915624,0.98859099928818,NA,"tryptophan-rich antigen, putative, pseudogene"
"PBANKA_0000600.1",7.95995498614395,0.0734815083585114,0.417561111221669,0.175977854220008,0.860311340695447,0.999378495155412,"PIR protein"
"PBANKA_0000701.1",0.208721850398822,-0.0763586674218015,0.168160486022833,-0.454082104707008,0.649769732914927,NA,"PIR protein"
"PBANKA_0000801.1",0.109510969581203,-0.0424761795280136,0.167407121435436,-0.253729824417268,0.799704291324592,NA,"PIR protein"
"PBANKA_0000901.1",1.57107073202597,0.016613295682853,0.329394392048759,0.0504358789459712,0.959775045492645,NA,"fam-a protein"
"PBANKA_0001001.1",57.3705229542372,-0.221743041839985,0.360638356137864,-0.614862612548116,0.538645455450306,0.991950953603209,"PIR protein"
"PBANKA_0001101.1",21.3454367056667,0.00895984768457859,0.404400705339307,0.0221558656211071,0.982323623071859,0.999378495155412,"PIR protein"
"PBANKA_0001200.1",0,NA,NA,NA,NA,NA,"fam-a protein, pseudogene"
"PBANKA_0001201.1",33.6781175138816,-0.585675070413136,0.358821021909072,-1.63222061878401,0.102633018702279,0.695787868913995,"PIR protein"
"PBANKA_0001301.1",0.328532908743609,-0.0921366215138941,0.170176089743404,-0.541419312506358,0.588218598753986,NA,"PIR protein"
"PBANKA_0001401.1",2.34919216883226,0.195746562594231,0.390254056058192,0.501587516018136,0.615957702751292,NA,"PIR protein"
"PBANKA_0001501.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0001601.1",0.512560487648859,-0.110589850978099,0.220065909352613,-0.502530588692409,0.615294341098776,NA,"fam-a protein"
"PBANKA_0006300.1",1.75886978723156,0.26691119440123,0.323581749286211,0.824864798431953,0.409448353381602,NA,"PIR protein"
"PBANKA_0006401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006600.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",0.204627756432418,-0.0032969634510337,0.168126141954091,-0.0196100583330698,0.984354439987485,NA,"PIR protein"
"PBANKA_0007501.1",0.892897927358571,-0.127260217962028,0.173626832999225,-0.732952480695171,0.463587412631241,NA,"fam-a protein"
"PBANKA_0007601.1",0.116836589616961,0.0364402943292643,0.167407121435436,0.217674696373763,0.827682580309439,NA,"PIR protein"
"PBANKA_0007701.1",0.208721850398822,-0.0763586674218015,0.168160486022833,-0.454082104707008,0.649769732914927,NA,"PIR protein, pseudogene"
"PBANKA_0007801.1",0,NA,NA,NA,NA,NA,"fam-b protein"
"PBANKA_0007901.1",2.15190210942509,0.0775057673385343,0.349957232044374,0.221472112137139,0.824724848752399,NA,"PIR protein"
"PBANKA_0008001.1",0.198421761635238,-0.0743719255600479,0.168023708237747,-0.442627569288107,0.658035140192971,NA,"PIR protein"
"PBANKA_0008101.1",5.30699074134293,0.310279905174926,0.420067320161834,0.738643284736808,0.460123633205779,0.991950953603209,"fam-a protein"
"PBANKA_0008201.1",1.56697663805956,0.106189810458319,0.337867969127707,0.31429380752628,0.753297900994757,NA,"PIR protein"
"PBANKA_0008301.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008601.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008801.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
