"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0000201.1",0,NA,NA,NA,NA,NA,"fam-c protein, pseudogene"
"PBANKA_0000301.1",4.53065102995484,0.15541392486691,1.80382955175395,0.0861577662455928,0.931341003468838,0.950275981015942,"fam-b protein"
"PBANKA_0000401.1",0.284086485259002,-1.12672234028392,2.65321736483023,-0.42466265870984,0.67108260868017,0.744021104045878,"tryptophan-rich antigen, putative, pseudogene"
"PBANKA_0000600.1",5.94027256284904,-2.14530135174635,1.47665103047346,-1.45281539610513,0.146275016053148,0.216473491522424,"PIR protein"
"PBANKA_0000701.1",0.284086485259002,-1.12672234028392,2.65321736483023,-0.42466265870984,0.67108260868017,0.744021104045878,"PIR protein"
"PBANKA_0000801.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0000901.1",0,NA,NA,NA,NA,NA,"fam-a protein"
"PBANKA_0001001.1",68.0175790062407,-0.943621585824405,0.717350800328254,-1.31542557057525,0.18836691642003,0.267105331067627,"PIR protein"
"PBANKA_0001101.1",8.74777568608318,-0.54637373535896,1.2506621582542,-0.436867567914299,0.662207393634287,0.737563021761078,"PIR protein"
"PBANKA_0001200.1",0,NA,NA,NA,NA,NA,"fam-a protein, pseudogene"
"PBANKA_0001201.1",31.1709215753261,-2.38986121502919,0.878783888304463,-2.71950959369569,0.00653787984363932,0.0149474796425144,"PIR protein"
"PBANKA_0001301.1",1.39443391693543,-0.996705129747033,2.32881143077385,-0.42798876567513,0.668659299576521,0.743440942804506,"PIR protein"
"PBANKA_0001401.1",2.93790093393881,-3.03405601186382,2.00528813595435,-1.51302745848036,0.130272684231796,0.195561838880518,"PIR protein"
"PBANKA_0001501.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0001601.1",0,NA,NA,NA,NA,NA,"fam-a protein"
"PBANKA_0006300.1",1.98860539681302,-3.36645490342423,2.37652259186701,-1.41654656048505,0.156615542086572,0.228995989700418,"PIR protein"
"PBANKA_0006401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006600.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",0.18055875190755,0.713350599904777,2.65494024142156,0.268688006146165,0.788169782205484,0.838977150158011,"PIR protein"
"PBANKA_0007501.1",0,NA,NA,NA,NA,NA,"fam-a protein"
"PBANKA_0007601.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0007701.1",0.587679827874918,-1.47581661641276,2.64952281899366,-0.557012230969688,0.577519072587552,0.660338011126837,"PIR protein, pseudogene"
"PBANKA_0007801.1",0,NA,NA,NA,NA,NA,"fam-b protein"
"PBANKA_0007901.1",1.83329213495273,-0.645304640216406,2.07457227559734,-0.311054306377732,0.755759337368587,0.816188195778438,"PIR protein"
