"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0000201.1",0,NA,NA,NA,NA,NA,"fam-c protein, pseudogene"
"PBANKA_0000301.1",0.794313976612453,0.0422908958055632,0.128140797004378,0.330034593152391,0.74137382363514,0.999782332008915,"fam-b protein"
"PBANKA_0000401.1",0.18494588380485,-0.0427822838596896,0.0786484320625546,-0.543968681100494,0.586463024896853,0.999782332008915,"tryptophan-rich antigen, putative, pseudogene"
"PBANKA_0000600.1",1.56399216644017,0.0510631387537124,0.127820720680046,0.399490305500083,0.689531965564625,0.999782332008915,"PIR protein"
"PBANKA_0000701.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0000801.1",0.155186243045156,0.0107601116807254,0.0785173161020485,0.137041256819586,0.890998184499941,0.999782332008915,"PIR protein"
"PBANKA_0000901.1",0.904975634778676,-0.0638322618111039,0.132621399223544,-0.481311931444108,0.630294818357494,0.999782332008915,"fam-a protein"
"PBANKA_0001001.1",18.9295301372755,0.102855482436968,0.261392890712783,0.393489976550224,0.693957625741121,0.999782332008915,"PIR protein"
"PBANKA_0001101.1",8.09370338372581,-0.0293644139169518,0.198210105295072,-0.148147915431645,0.882226035577846,0.999782332008915,"PIR protein"
"PBANKA_0001200.1",0,NA,NA,NA,NA,NA,"fam-a protein, pseudogene"
"PBANKA_0001201.1",14.763658595668,0.165627933716563,0.225181890087713,0.735529547478476,0.462017051782514,0.999782332008915,"PIR protein"
"PBANKA_0001301.1",0.421378115487071,-0.0432760493639675,0.0815389397540889,-0.530740888886741,0.595598347153812,0.999782332008915,"PIR protein"
"PBANKA_0001401.1",0.428374424226394,0.0251649443165897,0.100276580356872,0.250955349963379,0.801848630224412,0.999782332008915,"PIR protein"
"PBANKA_0001501.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0001601.1",0.206164214844232,-0.0448556240750829,0.0786817989093192,-0.570088949374163,0.568617369831251,0.999782332008915,"fam-a protein"
"PBANKA_0006300.1",1.35518617779012,-0.0217244941924203,0.171941047907889,-0.126348504075992,0.899456063166719,0.999782332008915,"PIR protein"
"PBANKA_0006401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006600.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",0.103082107422116,-0.0238627703223146,0.0785173161020485,-0.303917295024454,0.76119090112767,0.999782332008915,"PIR protein"
"PBANKA_0007501.1",0,NA,NA,NA,NA,NA,"fam-a protein"
"PBANKA_0007601.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0007701.1",4.51448178510506,0.122449271927189,0.229653910509358,0.533190450167401,0.593901751527087,0.999782332008915,"PIR protein, pseudogene"
"PBANKA_0007801.1",0.112131793220722,0.0107601116807254,0.0785173161020485,0.137041256819586,0.890998184499941,0.999782332008915,"fam-b protein"
"PBANKA_0007901.1",0.758839077532126,-0.0389244853296961,0.113442629442791,-0.343120443530674,0.731507851974255,0.999782332008915,"PIR protein"
"PBANKA_0008001.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0008101.1",2.77423295078136,-0.108491764326391,0.184718324195836,-0.587336230981446,0.55697791254955,0.999782332008915,"fam-a protein"
"PBANKA_0008201.1",0.849108716267607,-0.0170245712782042,0.151551128027761,-0.112335496935963,0.910557397432705,0.999782332008915,"PIR protein"
"PBANKA_0008301.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
