"GeneId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ProductDescription"
"PBANKA_0000201.1",0,NA,NA,NA,NA,NA,"fam-c protein, pseudogene"
"PBANKA_0000301.1",2.7756534927347,0.0262007370734731,0.0487109960928467,0.537881365093266,0.590658954352504,0.999993790368395,"fam-b protein"
"PBANKA_0000401.1",0,NA,NA,NA,NA,NA,"tryptophan-rich antigen, putative, pseudogene"
"PBANKA_0000600.1",5.35619254596138,0.0660489008485196,0.0568014210516597,1.16280366979639,0.244909167894078,0.999993790368395,"PIR protein"
"PBANKA_0000701.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0000801.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0000901.1",1.76774664193784,-0.000714246629440515,0.0328471080841085,-0.021744581824726,0.98265170101527,0.999993790368395,"fam-a protein"
"PBANKA_0001001.1",98.6923103926518,0.0457131272359221,0.0717074082286062,0.637495181671979,0.523802347478157,0.999993790368395,"PIR protein"
"PBANKA_0001101.1",108.444550353846,0.0181388925182683,0.0342883173649035,0.529010867615064,NA,NA,"PIR protein"
"PBANKA_0001200.1",0.201733560816465,0.00555774332774716,0.0187554235792855,0.296327262578353,0.766980167851807,0.999993790368395,"fam-a protein, pseudogene"
"PBANKA_0001201.1",71.944258579197,0.0629222085337763,0.0727586210748748,0.864807600861814,0.38714439861272,0.999993790368395,"PIR protein"
"PBANKA_0001301.1",0.141378981812627,-0.00328364813687872,0.0187554235792855,-0.175077258212679,0.861018927580438,0.999993790368395,"PIR protein"
"PBANKA_0001401.1",1.86396783946934,0.0268112078889374,0.0357723854739811,0.749494548202229,0.453559183362267,0.999993790368395,"PIR protein"
"PBANKA_0001501.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0001601.1",0.201733560816465,0.00555774332774716,0.0187554235792855,0.296327262578353,0.766980167851807,0.999993790368395,"fam-a protein"
"PBANKA_0006300.1",1.94658959289208,0.0041791651126993,0.0472306900401503,0.0884841002565627,0.929491920925525,0.999993790368395,"PIR protein"
"PBANKA_0006401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006600.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006800.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0006900.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007000.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007100.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007200.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007300.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0007401.1",1.04736425681064,0.0132354792862037,0.0300023691443646,0.441147804778937,0.659105997093565,0.999993790368395,"PIR protein"
"PBANKA_0007501.1",0.461559634686479,0.0133088961397162,0.018959934203462,0.701948434888874,0.482711321730483,0.999993790368395,"fam-a protein"
"PBANKA_0007601.1",0,NA,NA,NA,NA,NA,"PIR protein"
"PBANKA_0007701.1",2.84754922740265,0.01765507738639,0.044310392004666,0.398441010960382,0.690305132637537,0.999993790368395,"PIR protein, pseudogene"
"PBANKA_0007801.1",0.201733560816465,0.00555774332774716,0.0187554235792855,0.296327262578353,0.766980167851807,0.999993790368395,"fam-b protein"
"PBANKA_0007901.1",1.15782104359263,-0.0172139082129192,0.031840911588439,-0.540622342582972,0.588767914717517,0.999993790368395,"PIR protein"
"PBANKA_0008001.1",0.201733560816465,0.00555774332774716,0.0187554235792855,0.296327262578353,0.766980167851807,0.999993790368395,"PIR protein"
"PBANKA_0008101.1",7.99890577747783,0.00409397529425889,0.0743858677804305,0.0550370038882027,0.956108983615825,0.999993790368395,"fam-a protein"
"PBANKA_0008201.1",1.49370211700392,-0.00848379747708564,0.0335290418627626,-0.253028330240112,0.80024632099842,0.999993790368395,"PIR protein"
"PBANKA_0008301.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008401.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008501.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008601.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008701.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008801.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0008901.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0009101.1",0,NA,NA,NA,NA,NA,"PIR protein, pseudogene"
"PBANKA_0100021.1",360.180219754223,0.0529968384185813,0.108576981214518,0.488103811929292,0.625476311165591,0.999993790368395,"fam-b protein"
"PBANKA_0100041.1",15.8694002208544,-0.0520198813363867,0.0827480566211188,-0.628653813280133,0.529575721696341,0.999993790368395,"conserved rodent malaria protein, unknown function"
"PBANKA_0100061.1",256.184109146124,0.0784509991409989,0.106451756489261,0.736962937280542,0.461144888416708,0.999993790368395,"fam-c protein"
"PBANKA_0100081.1",9.70034952345856,0.0235004063233169,0.0695729035956755,0.337781019747142,0.735528214134773,0.999993790368395,"PIR protein, pseudogene"
"PBANKA_0100100.1",16.8829381084264,0.00502315891359604,0.052133034513135,0.0963527053528881,0.923240452947998,0.999993790368395,"fam-a protein"
"PBANKA_0100200.1",1210.66015993932,-0.00393368563023907,0.114900501135247,-0.0342355828858291,0.972689292123102,0.999993790368395,"Plasmodium exported protein, unknown function"
"PBANKA_0100300.1",61.7478713297466,0.0357501559563769,0.111906009843139,0.319465916142384,0.749373233304574,0.999993790368395,"lysophospholipase, putative, pseudogene"
"PBANKA_0100400.1",1754.83571820246,0.00818910110674143,0.0434902373469409,0.188297457229615,0.850643478540983,0.999993790368395,"reticulocyte binding protein, putative"
"PBANKA_0100500.1",1202.19534829059,0.0500204239675517,0.123052359179201,0.406497074100847,0.684377406379155,0.999993790368395,"PIR protein"
"PBANKA_0100600.1",1135.4749314352,0.0197849733555134,0.109135112409696,0.181288798065651,0.856140898195962,0.999993790368395,"schizont membrane associated cytoadherence protein"
"PBANKA_0100700.1",10173.773792678,0.056283292957537,0.133487146576914,0.421638295527632,0.673289049486424,0.999993790368395,"Plasmodium exported protein, unknown function"
"PBANKA_0100800.1",946.93209945543,0.00544610167725393,0.134357239055167,0.0405344863853429,0.967667013465166,0.999993790368395,"conserved Plasmodium protein, unknown function"
